Crop,Region,Month,Fertilizer,N,P,K,Temperature(C),Humidity(%),Soil_pH,Moisture(%)
Bitter Gourd,Himachal Pradesh,June,Anhydrous Ammonia,64.5,78.7,5.3,36.7,70.9,5.9,34.4
Bitter Gourd,Madhya Pradesh,September,Green Manure,134.3,15.2,118.8,31.5,25.3,8.4,30.3
Bitter Gourd,Arunachal Pradesh,January,Potash Mobilizing Biofertilizer,17.3,48.5,67.5,15.4,52.4,7.5,25.8
Bitter Gourd,Madhya Pradesh,July,Zinc Fortified Urea,47.9,32.1,95.7,34.1,66.5,8.2,11.9
Bitter Gourd,Arunachal Pradesh,October,NPK 14:35:14,107.4,20.7,65.7,31.5,71.6,4.8,5.7
Bitter Gourd,Andhra Pradesh,August,Potassium Nitrate,50.6,65.9,111.2,39.3,82.4,7.2,36.7
Bitter Gourd,Assam,January,NPK 30:10:10,127.7,75.1,19.9,28.4,91.3,4.5,18.7
Bitter Gourd,Himachal Pradesh,December,Zinc Sulphate,79.3,86.3,48.4,30.1,98.9,8.8,47.5
Bitter Gourd,Chhattisgarh,August,NPK 20:20:0,91.2,37.5,0.0,43.1,83.5,5.9,46.7
Bitter Gourd,Himachal Pradesh,July,Azolla,36.1,29.5,74.6,12.4,74.5,8.2,11.3
Bitter Gourd,Arunachal Pradesh,May,Calcium Ammonium Nitrate (CAN),120.8,56.7,80.8,25.6,78.6,8.7,32.9
Bitter Gourd,Chhattisgarh,February,NPK 20:20:13,31.8,3.8,24.9,35.7,54.6,7.5,47.3
Bitter Gourd,Gujarat,May,Calcium Ammonium Nitrate (CAN),32.7,64.6,80.0,20.7,87.4,6.4,19.0
Bitter Gourd,Bihar,May,NPK 14:28:14,118.2,0.5,14.9,22.9,59.0,6.1,32.8
Bitter Gourd,Assam,March,Sulfur Coated Urea,121.6,83.5,27.5,22.3,46.2,5.7,39.9
Bitter Gourd,Assam,January,Gypsum,46.9,23.8,37.9,26.3,51.9,5.9,43.5
Bitter Gourd,Chhattisgarh,March,Muriate of Potash (MOP),126.0,25.1,87.5,26.9,39.6,8.0,27.1
Bitter Gourd,Himachal Pradesh,April,Diammonium Phosphate (DAP),122.6,48.0,113.1,11.6,93.0,4.5,49.8
Bitter Gourd,Kerala,July,Zinc Oxysulphate,88.5,39.1,60.5,33.3,74.2,6.0,20.7
Bottle Gourd,Jharkhand,September,Calcium Ammonium Nitrate (CAN),50.8,5.2,31.5,16.3,87.2,6.6,32.1
Bottle Gourd,Gujarat,December,Bone Meal,60.5,68.8,75.1,30.0,73.7,6.0,48.0
Bottle Gourd,Bihar,June,NPK 12:32:16,4.5,87.3,71.0,28.0,62.3,6.7,24.6
Bottle Gourd,Chhattisgarh,July,Monoammonium Phosphate (MAP),1.1,82.4,77.7,28.1,53.1,5.7,49.5
Bottle Gourd,Chhattisgarh,November,Dolomite,117.6,63.0,34.5,27.2,81.8,6.4,33.0
Bottle Gourd,Madhya Pradesh,June,Muriate of Potash (MOP),132.8,65.2,34.0,30.0,82.7,5.2,37.5
Bottle Gourd,Karnataka,February,NPK 15:15:15,113.3,33.2,14.1,21.4,93.6,4.8,22.9
Bottle Gourd,Haryana,December,Double Super Phosphate (DSP),98.8,37.9,70.8,41.8,95.5,8.8,26.2
Bottle Gourd,Goa,May,Ammonium Sulphate (AS),53.0,50.3,10.0,26.7,97.2,5.9,24.1
Bottle Gourd,Haryana,April,Gypsum,2.7,77.2,62.1,24.1,85.5,7.5,6.7
Bottle Gourd,Chhattisgarh,December,Potassium Nitrate,109.6,92.5,93.4,11.2,75.7,7.5,20.0
Bottle Gourd,Arunachal Pradesh,November,Double Super Phosphate (DSP),72.6,54.4,118.4,28.2,64.3,7.7,14.7
Bottle Gourd,Assam,May,Ammonium Chloride,119.7,0.0,72.9,43.7,89.1,6.7,10.4
Bottle Gourd,Goa,November,Chelated Iron,74.7,99.6,103.7,43.8,85.6,8.2,18.6
Bottle Gourd,Maharashtra,March,Sulphur-Coated Urea,68.3,39.6,68.7,40.6,29.5,6.3,10.5
Bottle Gourd,Karnataka,July,Zinc Fortified Urea,104.8,35.4,79.7,32.2,31.5,7.1,44.2
Bottle Gourd,Madhya Pradesh,March,Ferrous Sulphate,35.0,83.6,69.2,44.5,73.2,5.0,13.6
Bottle Gourd,Goa,February,Azotobacter Biofertilizer,96.8,54.8,54.8,43.7,33.8,7.9,40.3
Bottle Gourd,Chhattisgarh,February,Zinc EDTA,92.2,68.4,44.7,10.8,23.4,5.6,41.8
Bottle Gourd,Haryana,January,Rhizobium Biofertilizer,66.0,76.9,12.2,15.0,37.6,7.0,34.6
Bottle Gourd,Assam,January,Bone Meal,44.7,74.4,19.7,25.9,54.3,7.1,32.9
Bottle Gourd,Goa,July,Neem-Coated Urea,62.6,87.0,29.7,17.9,57.1,8.1,9.6
Bottle Gourd,Gujarat,May,Sulfur Coated Urea,10.3,29.2,3.8,14.6,80.1,9.0,6.9
Bottle Gourd,Assam,December,Green Manure,52.4,8.6,46.0,42.0,83.2,5.3,9.6
Bottle Gourd,Goa,February,Anhydrous Ammonia,8.0,27.0,81.9,20.3,93.7,4.6,7.0
Bottle Gourd,Karnataka,July,NPK 12:32:16,139.1,66.4,30.0,20.4,75.3,8.1,22.0
Bottle Gourd,Jharkhand,January,Potassium Nitrate,92.9,3.2,17.9,21.9,59.8,5.1,38.4
Bottle Gourd,Haryana,June,NPK 10:26:26,100.7,49.0,78.0,24.7,30.1,5.4,41.5
Bottle Gourd,Maharashtra,June,Potassium Nitrate,89.8,22.0,42.8,43.2,36.5,4.9,8.6
Bottle Gourd,Bihar,December,NPK 15:15:15,32.7,56.7,32.7,14.4,63.8,8.7,25.4
Bottle Gourd,Andhra Pradesh,August,Boron Fortified NPK,21.2,3.1,60.2,11.6,24.8,8.0,18.4
Bottle Gourd,Kerala,November,Gypsum,42.3,68.8,118.2,17.9,71.3,4.6,24.6
Bottle Gourd,Gujarat,May,Rhizobium Biofertilizer,27.7,57.5,91.8,10.9,99.9,6.2,43.9
Bottle Gourd,Himachal Pradesh,June,NPK 20:20:0,125.5,40.0,87.9,38.7,62.1,8.1,47.6
Bottle Gourd,Jharkhand,December,Calcium Nitrate,117.2,61.0,65.7,18.2,26.5,7.3,27.6
Bottle Gourd,Goa,June,NPK 14:28:14,89.1,64.7,54.4,42.2,43.4,7.2,17.8
Bottle Gourd,Assam,June,Water Soluble NPK (13:40:13),114.4,61.9,63.4,19.4,97.4,5.6,30.9
Bottle Gourd,Himachal Pradesh,July,Dolomite,12.3,42.3,14.8,40.2,78.3,5.9,49.6
Bottle Gourd,Bihar,January,Urea,66.3,8.8,110.1,26.6,48.9,8.3,19.2
Bottle Gourd,Chhattisgarh,June,Water Soluble NPK (13:40:13),13.2,78.3,4.8,32.1,75.9,7.9,5.7
Bottle Gourd,Goa,November,Azolla,15.6,18.2,28.3,36.7,89.4,8.1,17.3
Bottle Gourd,Karnataka,May,Monoammonium Phosphate (MAP),116.6,70.5,4.8,16.8,68.6,7.5,40.5
Bottle Gourd,Karnataka,May,NPK 17:17:17,113.4,87.1,107.3,42.3,49.2,7.8,12.4
Bottle Gourd,Maharashtra,March,Manganese Sulphate,94.2,39.1,38.0,42.7,78.2,5.3,40.6
Bottle Gourd,Bihar,October,NPK 28:28:0,126.0,96.1,90.0,33.1,55.4,6.6,44.2
Bottle Gourd,Himachal Pradesh,October,NPK 19:19:19,134.9,1.1,116.6,15.2,25.6,7.0,12.4
Bottle Gourd,Karnataka,January,NPK 16:20:0,21.0,43.6,84.6,33.4,98.2,7.6,45.6
Bottle Gourd,Andhra Pradesh,April,Boron (Boric Acid/Borax),68.0,71.9,61.8,44.7,47.7,5.2,19.1
Bottle Gourd,Karnataka,May,Double Super Phosphate (DSP),65.3,36.7,101.3,21.0,35.6,5.9,10.2
Bottle Gourd,Andhra Pradesh,May,NPK 20:20:0,80.8,60.9,100.1,25.9,66.7,7.9,16.1
Bottle Gourd,Karnataka,May,Ammonium Sulphate (AS),76.4,45.6,113.0,22.8,26.6,5.9,43.7
Bottle Gourd,Assam,April,Vesicular Arbuscular Mycorrhiza (VAM),126.2,48.9,7.6,36.5,72.6,5.1,26.5
Bottle Gourd,Arunachal Pradesh,September,Rhizobium Biofertilizer,37.4,39.1,115.4,14.1,64.6,5.1,22.0
Bottle Gourd,Himachal Pradesh,August,Polymer Coated Urea,6.0,15.2,40.3,37.7,20.9,6.5,11.7
Bottle Gourd,Goa,September,Manganese Sulphate,28.3,78.6,73.9,14.9,46.3,4.7,35.8
Bottle Gourd,Arunachal Pradesh,May,Calcium Ammonium Nitrate (CAN),76.4,93.4,102.8,13.4,29.7,5.0,31.3
Bottle Gourd,Assam,November,Double Super Phosphate (DSP),57.3,76.2,90.3,45.0,46.1,4.6,27.6
Bottle Gourd,Assam,July,NPK 28:28:0,41.6,20.3,75.6,39.3,92.4,5.5,39.3
Bottle Gourd,Kerala,September,Urea,36.5,52.0,28.8,44.5,49.6,7.9,14.4
Bottle Gourd,Assam,December,Zinc Sulphate,42.9,19.9,94.3,40.5,85.9,6.6,27.3
Bottle Gourd,Goa,January,NPK 14:35:14,22.8,73.7,119.7,14.5,61.2,6.4,33.0
Bottle Gourd,Bihar,March,Chelated Iron,79.4,8.4,19.5,35.5,22.5,9.0,20.6
Bottle Gourd,Goa,October,Calcium Ammonium Nitrate (CAN),107.7,74.7,105.3,31.0,87.1,7.1,14.6
Bottle Gourd,Andhra Pradesh,February,Potassium Nitrate,115.0,28.9,113.9,27.6,97.4,8.1,48.4
Bottle Gourd,Maharashtra,December,NPK 14:28:14,51.2,32.3,16.0,38.9,22.3,8.8,27.3
Bottle Gourd,Goa,January,Vesicular Arbuscular Mycorrhiza (VAM),65.8,67.7,118.5,16.5,23.8,8.3,32.4
Bottle Gourd,Haryana,August,Compost,76.0,90.4,73.2,13.0,40.8,8.6,35.7
Bottle Gourd,Haryana,February,Compost,89.9,30.8,96.3,42.0,79.4,8.0,42.1
Bottle Gourd,Goa,July,NPK 12:32:16,34.4,79.1,3.3,44.8,76.3,8.8,30.9
Bottle Gourd,Arunachal Pradesh,July,Pyrites,96.8,33.1,45.8,34.7,95.9,5.5,49.3
Bottle Gourd,Maharashtra,July,NPK 30:10:10,47.2,79.8,65.9,23.5,67.6,4.9,48.1
Bottle Gourd,Arunachal Pradesh,December,Sulphur-Coated Urea,79.0,89.8,15.8,10.1,46.2,4.5,11.9
Bottle Gourd,Madhya Pradesh,March,Sulfur Coated Urea,114.8,94.5,32.0,14.5,28.2,5.6,26.6
Bottle Gourd,Jharkhand,December,Farmyard Manure (FYM),75.2,11.8,108.3,20.5,39.2,4.6,38.6
Bottle Gourd,Jharkhand,January,Bone Meal,94.7,52.9,50.4,41.9,76.0,5.5,9.4
Bottle Gourd,Himachal Pradesh,February,Potash Mobilizing Biofertilizer,62.5,85.1,91.8,23.2,95.9,6.2,45.0
Bottle Gourd,Jharkhand,May,Monoammonium Phosphate (MAP),71.8,24.4,24.6,37.1,44.8,5.6,18.9
Bottle Gourd,Bihar,October,Zinc Oxysulphate,86.7,21.9,35.1,28.3,45.2,5.8,19.7
Bottle Gourd,Madhya Pradesh,July,Phosphobacteria,102.6,91.7,44.8,38.6,74.7,7.6,42.0
Bottle Gourd,Madhya Pradesh,April,Double Super Phosphate (DSP),45.4,76.9,113.9,44.4,72.0,8.3,36.7
Bottle Gourd,Goa,November,Magnesium Sulphate,28.4,65.3,78.6,32.4,99.2,5.8,14.1
Bottle Gourd,Goa,April,Sulfur Coated Urea,119.2,61.1,61.8,34.0,53.7,8.2,43.3
Bottle Gourd,Madhya Pradesh,February,Diammonium Phosphate (DAP),114.3,6.6,110.9,26.4,28.7,5.6,13.6
Bottle Gourd,Arunachal Pradesh,August,NPK 15:15:15,67.6,6.4,37.0,12.8,21.7,6.3,45.2
Bottle Gourd,Bihar,March,NPK 14:28:14,25.1,8.5,91.1,24.5,74.2,8.8,26.8
Bottle Gourd,Bihar,June,Sulphur-Coated Urea,37.9,67.0,97.2,44.3,85.3,8.2,31.6
Bottle Gourd,Gujarat,July,Single Super Phosphate (SSP),15.6,16.7,2.5,26.9,21.6,7.0,20.4
Bottle Gourd,Karnataka,November,Monoammonium Phosphate (MAP),6.7,69.2,20.1,34.7,45.1,8.9,16.9
Bottle Gourd,Gujarat,May,Dolomite,91.3,5.1,68.4,18.5,48.7,6.8,38.5
Bottle Gourd,Assam,September,Zinc Sulphate,27.8,51.4,106.3,33.2,99.6,5.3,34.8
Bottle Gourd,Haryana,October,Neem-Coated Urea,92.4,44.9,64.1,43.5,72.2,8.0,23.9
Bottle Gourd,Bihar,August,Azolla,82.2,89.7,34.5,13.9,69.1,6.0,26.8
Bottle Gourd,Madhya Pradesh,August,Zinc Fortified Urea,61.1,39.4,22.0,25.6,94.3,5.4,10.1
Bottle Gourd,Maharashtra,January,Farmyard Manure (FYM),36.7,65.8,62.2,28.9,70.7,5.8,14.4
Bottle Gourd,Andhra Pradesh,May,NPK 19:19:19,5.1,34.5,44.8,18.6,31.8,5.4,37.1
Bottle Gourd,Kerala,July,Vesicular Arbuscular Mycorrhiza (VAM),17.1,32.5,58.2,35.5,40.9,5.3,39.6
Bottle Gourd,Himachal Pradesh,May,Vermicompost,111.8,62.7,68.6,37.4,35.8,7.6,38.3
Bottle Gourd,Haryana,March,Monoammonium Phosphate (MAP),67.0,67.0,15.7,35.7,91.9,7.4,35.7
Bottle Gourd,Madhya Pradesh,August,Molybdenum (Ammonium Molybdate),20.5,1.2,118.5,11.1,39.7,8.4,9.4
Bottle Gourd,Arunachal Pradesh,June,NPK 30:10:10,56.3,62.6,83.7,30.4,33.7,8.5,23.0
Ridge Gourd,Haryana,December,Phosphobacteria,62.5,62.9,53.8,44.6,75.1,4.7,28.8
Ridge Gourd,Gujarat,April,Zinc Oxysulphate,107.1,80.5,82.2,16.2,55.5,5.2,34.6
Ridge Gourd,Kerala,June,Magnesium Sulphate,106.6,72.8,35.3,17.4,67.0,4.5,37.5
Ridge Gourd,Bihar,November,NPK 15:15:15,119.9,47.0,24.5,20.4,56.4,5.2,16.1
Ridge Gourd,Himachal Pradesh,September,Diammonium Phosphate (DAP),53.3,88.8,88.1,16.4,27.6,8.6,29.5
Ridge Gourd,Bihar,August,Boron (Boric Acid/Borax),36.5,49.2,4.7,22.2,83.2,7.6,39.4
Ridge Gourd,Karnataka,May,Boron Fortified NPK,133.0,73.5,71.7,40.0,63.3,7.7,47.7
Ridge Gourd,Kerala,October,Diammonium Phosphate (DAP),3.6,68.7,22.6,19.1,90.2,5.0,9.0
Ridge Gourd,Kerala,November,Zinc Fortified Urea,2.1,66.5,44.0,24.3,71.6,6.6,35.7
Ridge Gourd,Kerala,January,Vermicompost,19.5,59.8,38.0,25.4,41.3,7.3,35.3
Ridge Gourd,Maharashtra,August,Double Super Phosphate (DSP),45.4,11.7,56.8,11.7,26.7,5.1,35.3
Ridge Gourd,Assam,July,Pyrites,84.2,36.6,77.7,40.7,42.0,7.3,32.1
Ridge Gourd,Maharashtra,January,Single Super Phosphate (SSP),8.9,44.6,74.1,36.3,79.5,7.3,40.4
Ridge Gourd,Andhra Pradesh,February,Molybdenum (Ammonium Molybdate),74.3,26.6,53.8,21.0,41.5,7.8,24.1
Ridge Gourd,Madhya Pradesh,March,Vesicular Arbuscular Mycorrhiza (VAM),34.2,60.3,13.1,18.4,71.3,8.4,17.0
Ridge Gourd,Andhra Pradesh,September,Magnesium Sulphate,84.6,45.2,25.0,10.7,91.8,5.6,20.1
Ridge Gourd,Himachal Pradesh,January,Water Soluble NPK (13:40:13),110.2,83.4,42.9,25.6,31.1,5.9,21.2
Ridge Gourd,Haryana,December,Ferrous Sulphate,9.8,94.5,96.3,10.0,31.1,4.5,44.3
Ridge Gourd,Haryana,April,Water Soluble NPK (19:19:19),89.8,2.2,109.4,41.6,80.9,5.2,49.7
Ridge Gourd,Goa,February,Potassium Nitrate,127.8,77.4,104.2,21.9,79.4,8.6,43.2
Ridge Gourd,Arunachal Pradesh,September,NPK 20:20:13,106.3,41.2,93.3,16.9,24.5,4.7,31.8
Ridge Gourd,Kerala,November,Compost,40.2,73.4,36.2,33.4,72.8,8.0,6.5
Ridge Gourd,Maharashtra,September,NPK 28:28:0,29.6,39.8,118.2,15.4,66.2,5.8,50.0
Ridge Gourd,Haryana,January,Calcium Nitrate,51.4,98.5,72.5,23.4,41.8,8.7,25.4
Ridge Gourd,Haryana,February,Ammonium Chloride,120.9,0.9,34.3,15.9,89.0,7.5,46.7
Ridge Gourd,Himachal Pradesh,June,Zinc EDTA,2.6,99.9,76.4,13.3,21.9,8.0,9.8
Ridge Gourd,Arunachal Pradesh,May,Anhydrous Ammonia,36.2,12.2,12.8,33.6,66.2,5.0,7.7
Ridge Gourd,Gujarat,June,Urea,31.6,57.6,64.7,18.3,80.8,5.9,41.6
Ridge Gourd,Madhya Pradesh,September,Green Manure,41.5,34.2,16.9,37.1,63.2,5.1,26.1
Ridge Gourd,Jharkhand,February,Farmyard Manure (FYM),39.0,92.0,10.0,37.7,78.6,7.8,11.0
Ridge Gourd,Chhattisgarh,January,Polymer Coated Urea,89.9,36.3,34.4,38.3,87.8,7.8,21.3
Ridge Gourd,Chhattisgarh,May,Vermicompost,52.1,31.0,99.8,33.1,50.9,8.6,41.8
Ridge Gourd,Himachal Pradesh,February,NPK 17:17:17,44.9,43.4,25.7,21.3,97.5,7.5,20.9
Ridge Gourd,Arunachal Pradesh,July,Water Soluble NPK (13:40:13),27.9,13.4,71.1,21.1,94.3,6.0,18.4
Ridge Gourd,Goa,October,Azolla,26.8,5.9,78.7,39.1,22.8,4.9,37.5
Ridge Gourd,Chhattisgarh,April,Zinc Sulphate,106.8,34.4,11.2,17.5,48.2,6.4,38.2
Ridge Gourd,Madhya Pradesh,June,NPK 12:32:16,119.3,23.2,67.0,42.6,51.4,7.3,36.9
Ridge Gourd,Andhra Pradesh,February,Zinc Oxysulphate,23.1,68.1,79.3,31.6,67.6,6.5,7.7
Ridge Gourd,Madhya Pradesh,February,Zinc Fortified Urea,48.0,88.7,95.6,29.5,61.2,8.8,15.2
Ridge Gourd,Haryana,August,Monoammonium Phosphate (MAP),130.2,81.2,67.2,20.4,31.4,5.8,22.3
Ridge Gourd,Karnataka,May,NPK 12:32:16,134.7,46.9,42.4,14.6,98.6,5.6,8.2
Ridge Gourd,Bihar,March,NPK 20:20:0,23.3,61.7,18.0,39.6,39.5,4.9,44.7
Ridge Gourd,Kerala,February,Water Soluble NPK (19:19:19),70.3,86.9,100.2,15.2,40.7,8.9,21.1
Ridge Gourd,Chhattisgarh,November,Phosphobacteria,117.0,38.9,91.5,30.6,44.0,4.8,39.7
Ridge Gourd,Madhya Pradesh,October,Potash Mobilizing Biofertilizer,31.7,32.0,57.0,21.4,42.3,5.9,42.0
Ridge Gourd,Haryana,March,NPK 15:15:15,57.6,76.4,68.7,18.5,26.0,8.0,7.7
Ridge Gourd,Assam,July,Sulphur-Coated Urea,23.3,20.0,50.8,43.2,53.5,5.2,45.6
Ridge Gourd,Maharashtra,August,Neem-Coated Urea,5.3,47.9,4.4,12.0,93.0,4.7,10.7
Ridge Gourd,Goa,January,Dolomite,29.0,32.9,112.6,43.2,69.2,8.0,16.2
Ridge Gourd,Himachal Pradesh,May,Azotobacter Biofertilizer,53.4,20.2,26.3,20.8,43.9,8.4,32.5
Ridge Gourd,Assam,May,Ammonium Chloride,14.2,55.3,25.6,36.0,55.2,8.9,22.8
Ridge Gourd,Andhra Pradesh,August,Diammonium Phosphate (DAP),85.4,25.5,18.1,22.4,68.1,6.7,47.8
Ridge Gourd,Karnataka,February,Zinc Fortified Urea,72.4,13.5,64.9,34.7,27.2,5.9,32.7
Ridge Gourd,Bihar,September,Bone Meal,101.4,17.3,57.1,31.1,79.5,6.5,9.5
Ridge Gourd,Maharashtra,November,Sulphate of Potash (SOP),65.1,97.7,79.4,14.1,64.5,6.9,34.6
Ridge Gourd,Andhra Pradesh,April,Sulfur Coated Urea,49.0,13.2,47.9,44.5,31.9,4.8,27.2
Ridge Gourd,Gujarat,April,Farmyard Manure (FYM),87.3,91.4,29.9,16.1,70.7,4.8,20.4
Ridge Gourd,Haryana,April,Azolla,3.0,74.0,26.1,41.5,57.2,7.3,28.6
Ridge Gourd,Maharashtra,February,Green Manure,82.2,18.2,11.2,21.9,50.8,4.7,44.9
Ridge Gourd,Kerala,April,NPK 16:20:0,135.9,3.4,109.8,11.0,50.7,8.6,19.9
Ridge Gourd,Kerala,February,Urea,96.7,49.0,45.6,23.3,26.1,6.3,39.3
Ridge Gourd,Jharkhand,May,Bone Meal,30.3,23.4,1.6,24.7,78.5,8.9,41.5
Ridge Gourd,Goa,March,NPK 30:10:10,26.7,18.7,105.2,16.7,72.1,4.7,5.3
Ridge Gourd,Goa,April,Gypsum,102.8,74.1,40.5,14.1,20.3,7.2,42.2
Ridge Gourd,Bihar,January,Potash Mobilizing Biofertilizer,115.1,88.4,73.6,35.2,53.9,6.2,28.5
Ridge Gourd,Gujarat,January,Ammonium Chloride,25.2,76.8,100.9,35.0,82.2,8.6,46.7
Ridge Gourd,Goa,January,Phosphobacteria,67.7,80.2,85.8,38.7,49.2,6.9,39.6
Ridge Gourd,Himachal Pradesh,April,Vermicompost,12.2,30.8,81.1,31.9,66.6,8.9,48.1
Ridge Gourd,Jharkhand,April,Rhizobium Biofertilizer,24.5,61.3,23.3,14.8,78.2,7.1,20.9
Ridge Gourd,Arunachal Pradesh,January,Single Super Phosphate (SSP),99.6,79.8,63.1,43.2,24.5,5.6,49.3
Ridge Gourd,Arunachal Pradesh,October,Rock Phosphate,42.2,11.5,8.9,25.8,25.4,7.1,43.6
Ridge Gourd,Goa,November,Calcium Nitrate,85.4,64.4,113.9,40.2,73.2,7.5,19.0
Ridge Gourd,Gujarat,February,Ammonium Sulphate (AS),75.1,22.1,81.6,27.3,91.7,6.6,25.8
Ridge Gourd,Gujarat,February,Single Super Phosphate (SSP),121.6,1.5,111.4,37.1,33.2,6.1,35.3
Ridge Gourd,Karnataka,April,Ferrous Sulphate,95.6,8.0,81.1,18.8,42.3,6.7,20.2
Ridge Gourd,Bihar,January,Triple Super Phosphate (TSP),5.2,95.6,117.2,27.0,90.1,7.7,31.6
Ridge Gourd,Assam,June,Copper Sulphate,10.2,93.5,16.8,31.8,71.0,7.6,11.8
Ridge Gourd,Karnataka,November,Rhizobium Biofertilizer,113.0,86.5,72.0,27.8,38.2,5.6,31.9
Ridge Gourd,Karnataka,June,NPK 14:35:14,136.5,6.6,114.7,43.3,32.2,8.3,11.2
Ridge Gourd,Maharashtra,April,Phosphobacteria,79.4,75.7,88.6,27.7,97.4,5.9,13.9
Ridge Gourd,Jharkhand,October,Ammonium Chloride,70.2,59.4,49.1,24.9,53.3,7.7,45.0
Ridge Gourd,Chhattisgarh,March,NPK 20:20:13,27.8,84.0,63.3,34.9,93.4,8.8,28.0
Ridge Gourd,Jharkhand,December,Zinc Fortified Urea,61.3,72.8,30.0,20.1,34.6,5.3,10.1
Ridge Gourd,Haryana,October,Potash Mobilizing Biofertilizer,105.5,32.8,98.2,40.0,29.8,6.8,27.1
Ridge Gourd,Maharashtra,September,Single Super Phosphate (SSP),45.1,89.9,38.8,27.4,29.5,9.0,28.9
Ridge Gourd,Goa,September,NPK 30:10:10,8.1,54.2,89.7,14.0,32.0,6.7,21.2
Ridge Gourd,Chhattisgarh,November,NPK 14:28:14,53.4,7.8,74.9,34.7,76.9,7.0,31.1
Ridge Gourd,Maharashtra,October,NPK 17:17:17,52.6,55.5,52.4,28.6,66.9,6.6,32.6
Ridge Gourd,Gujarat,July,Boron (Boric Acid/Borax),43.6,73.6,44.7,36.8,37.0,6.2,18.4
Ridge Gourd,Kerala,June,Sulphur-Coated Urea,94.0,52.0,2.7,41.9,35.3,7.5,21.6
Ridge Gourd,Himachal Pradesh,September,Azolla,111.5,86.1,107.7,40.7,47.6,6.3,15.3
Ridge Gourd,Goa,February,Zinc Sulphate,82.7,43.9,81.9,34.7,77.9,5.7,10.1
Ridge Gourd,Jharkhand,October,Triple Super Phosphate (TSP),9.6,18.1,60.5,18.3,33.4,6.7,45.5
Ridge Gourd,Madhya Pradesh,February,NPK 14:35:14,91.7,62.8,26.8,12.6,92.5,5.3,24.9
Ridge Gourd,Goa,March,Dolomite,139.4,32.8,19.6,25.3,47.9,7.7,46.4
Ridge Gourd,Gujarat,October,NPK 20:20:0,68.8,7.1,61.9,25.8,76.7,7.7,26.8
Ridge Gourd,Arunachal Pradesh,April,Rock Phosphate,7.1,50.2,84.1,18.0,59.0,6.1,47.2
Ridge Gourd,Haryana,September,Ferrous Sulphate,91.0,90.9,58.6,37.7,76.4,8.0,38.3
Ridge Gourd,Madhya Pradesh,July,Ammonium Chloride,72.6,30.1,42.6,31.4,41.2,5.1,20.9
Ridge Gourd,Assam,February,Bone Meal,126.3,76.0,57.4,12.0,89.3,6.6,13.0
Pumpkin,Bihar,October,Calcium Ammonium Nitrate (CAN),2.4,48.2,24.4,43.1,75.5,4.8,46.0
Pumpkin,Assam,January,Gypsum,6.4,42.3,59.2,29.9,83.5,6.4,41.3
Pumpkin,Jharkhand,January,Ammonium Chloride,105.8,97.3,80.1,26.9,80.2,8.6,15.1
Pumpkin,Bihar,February,NPK 17:17:17,128.7,91.8,70.4,23.7,62.2,5.3,42.9
Pumpkin,Jharkhand,April,Sulphate of Potash (SOP),31.3,43.1,86.4,10.1,53.7,7.7,33.4
Pumpkin,Himachal Pradesh,July,NPK 20:20:13,100.8,22.1,117.4,17.5,26.0,8.5,29.3
Pumpkin,Himachal Pradesh,June,Boron (Boric Acid/Borax),33.3,85.3,33.5,10.3,83.1,5.5,30.3
Pumpkin,Assam,December,Zinc EDTA,45.7,52.3,91.3,19.4,46.2,8.6,42.4
Pumpkin,Assam,June,Vermicompost,107.8,26.3,76.2,42.3,45.4,8.1,6.1
Pumpkin,Madhya Pradesh,October,Diammonium Phosphate (DAP),42.4,82.9,93.0,39.3,73.2,5.8,15.7
Pumpkin,Maharashtra,April,Pyrites,65.0,44.9,52.9,10.3,73.7,8.1,38.7
Pumpkin,Chhattisgarh,December,Diammonium Phosphate (DAP),119.4,69.6,80.5,15.3,86.8,5.6,32.9
Pumpkin,Arunachal Pradesh,June,NPK 20:20:0,105.8,61.3,98.5,22.3,57.5,8.9,30.9
Pumpkin,Assam,December,Ammonium Sulphate (AS),130.3,77.0,41.3,41.6,56.8,7.3,15.2
Pumpkin,Arunachal Pradesh,December,Pyrites,73.6,28.8,28.4,29.0,58.4,8.8,12.4
Pumpkin,Haryana,June,Zinc Oxysulphate,137.2,34.5,54.7,17.5,81.3,8.4,46.6
Pumpkin,Madhya Pradesh,May,Sulphur-Coated Urea,132.9,80.1,11.0,21.5,61.1,5.6,46.9
Pumpkin,Andhra Pradesh,August,Compost,46.7,50.9,4.1,23.6,69.4,6.5,11.4
Pumpkin,Karnataka,July,Bone Meal,4.2,17.8,3.3,36.0,32.2,5.3,44.0
Pumpkin,Madhya Pradesh,December,Monoammonium Phosphate (MAP),90.8,96.0,59.3,20.5,49.2,8.4,23.8
Pumpkin,Haryana,June,Pyrites,104.7,28.2,116.3,35.6,51.2,4.8,22.2
Pumpkin,Assam,December,Vesicular Arbuscular Mycorrhiza (VAM),103.1,2.7,115.5,14.9,70.0,8.0,34.3
Pumpkin,Himachal Pradesh,August,Muriate of Potash (MOP),27.4,91.8,4.4,20.2,46.5,8.4,32.7
Pumpkin,Jharkhand,March,Pyrites,98.8,87.5,60.9,15.9,88.6,8.5,34.7
Pumpkin,Himachal Pradesh,August,NPK 16:20:0,97.8,34.8,12.7,32.1,85.7,7.4,32.9
